x,y,causa,year
125.034884325,214.875019125,Otro,2000
165.194808675,214.875019125,Accidente,2000
334.91494725,154.8749826,Accidente,2000
274.954965675,204.87499305,Accidente,2000
224.875005225,254.8750035,Accidente,2000
165.234783675,214.875019125,Accidente,2000
375.3147216,114.874998225,Intencionado,2000
304.99493895,184.874980875,Accidente,2000
264.9149646,274.875015675,Otro,2000
314.99492505,304.87501395,Accidente,2000
115.874373225,94.87498605,Otro,2000
145.1947965,94.87498605,Accidente,2000
55.554576675,234.874991325,Accidente,2000
244.9549674,164.875008675,Accidente,2000
214.994944125,334.87497225,Accidente,2000
34.910967,244.8750174,Accidente,2000
274.942973175,104.875012125,Intencionado,2000
145.0748715,154.8749826,Otro,2000
135.3547104,144.8749965,Intencionado,2000
235.394666325,254.8750035,Accidente,2000
65.594537775,254.8750035,Accidente,2000
164.914983675,204.87499305,Accidente,2000
314.87500005,174.874994775,Accidente,2000
214.914994125,204.87499305,Accidente,2000
184.954930875,204.87499305,Otro,2000
335.03327325,164.875008675,Otro,2000
335.03487225,254.8750035,Rayo,2000
365.0748855,154.8749826,Rayo,2000
295.034887875,304.87501395,Rayo,2000
95.27473605,184.874980875,Otro,2000
144.9949215,174.874994775,Accidente,2000
55.154826675,204.87499305,Accidente,2000
55.594551675,234.874991325,Accidente,2000
375.1548216,114.874998225,Accidente,2000
55.034901675,254.8750035,Accidente,2000
75.11486385,134.8750104,Intencionado,2000
294.954937875,274.875015675,Accidente,2000
55.154826675,234.874991325,Otro,2000
345.154823325,154.8749826,Otro,2000
125.034884325,124.874984325,Accidente,2000
135.1548354,144.8749965,Accidente,2000
175.274744775,334.87497225,Otro,2000
205.11484305,304.87501395,Otro,2000
214.914994125,294.874987875,Accidente,2000
134.8750104,214.875019125,Accidente,2000
135.0349104,234.874991325,Accidente,2000
115.794423225,94.87498605,Otro,2000
125.234759325,124.874984325,Intencionado,2000
284.954951775,274.875015675,Rayo,2000
271.357215675,324.87498615,Rayo,2000
264.9149646,324.87498615,Rayo,2000
25.0349034,194.87500695,Otro,2000
44.954965575,234.874991325,Otro,2000
85.95432495,244.8750174,Accidente,2000
95.19478605,184.874980875,Intencionado,2000
285.674501775,334.87497225,Accidente,2000
224.994930225,374.8749966,Accidente,2000
195.19480695,234.874991325,Accidente,2000
75.11486385,234.874991325,Otro,2000
34.9149645,244.8750174,Accidente,2000
34.918962,244.8750174,Otro,2000
264.9149646,244.8750174,Accidente,2000
125.274734325,124.874984325,Otro,2000
55.154826675,254.8750035,Accidente,2000
345.194798325,154.8749826,Otro,2000
125.314709325,124.874984325,Accidente,2000
264.9549396,244.8750174,Otro,2000
55.194801675,254.8750035,Accidente,2000
84.99492495,254.8750035,Accidente,2000
354.914959425,154.8749826,Otro,2000
214.954969125,224.875005225,Accidente,2000
264.9549396,274.875015675,Accidente,2000
265.3946646,84.87499995,Accidente,2000
345.154823325,204.87499305,Accidente,2000
286.114226775,244.8750174,Accidente,2000
334.91494725,254.8750035,Accidente,2000
214.994944125,274.875015675,Intencionado,2000
65.434637775,254.8750035,Otro,2000
185.034880875,184.874980875,Intencionado,2000
324.99491115,144.8749965,Accidente,2000
285.674501775,244.8750174,Accidente,2000
274.994940675,334.87497225,Otro,2000
194.99493195,324.87498615,Otro,2000
14.8350423,224.875005225,Accidente,2000
65.434637775,244.8750174,Accidente,2000
135.3147354,194.87500695,Otro,2000
85.71447495,244.8750174,Accidente,2000
44.954965575,224.875005225,Accidente,2000
334.87497225,144.8749965,Accidente,2000
254.8750035,184.874980875,Otro,2000
214.914994125,254.8750035,Rayo,2000
215.034919125,284.875001775,Rayo,2000
55.274751675,234.874991325,Otro,2000
204.87499305,204.87499305,Accidente,2000
55.314726675,234.874991325,Otro,2000
255.4346535,64.874987775,Intencionado,2000
104.875012125,114.874998225,Otro,2000
214.875019125,174.874994775,Accidente,2000
135.2347854,144.8749965,Otro,2000
285.554576775,334.87497225,Otro,2000
285.594551775,334.87497225,Rayo,2000
95.55456105,254.8750035,Accidente,2000
255.4746285,64.874987775,Accidente,2000
294.994912875,64.874987775,Accidente,2000
234.954941325,184.874980875,Accidente,2000
275.234790675,84.87499995,Intencionado,2000
125.074859325,224.875005225,Intencionado,2000
255.3547035,64.874987775,Accidente,2000
355.194784425,234.874991325,Accidente,2000
335.23474725,184.874980875,Accidente,2000
274.875015675,184.874980875,Accidente,2000
284.914976775,274.875015675,Rayo,2000
44.994940575,224.875005225,Otro,2000
55.034901675,214.875019125,Accidente,2000
135.3547104,194.87500695,Accidente,2000
75.03491385,214.875019125,Accidente,2000
164.954958675,234.874991325,Accidente,2000
344.874998325,144.8749965,Intencionado,2000
135.1948104,144.8749965,Intencionado,2000
264.9549396,94.87498605,Intencionado,2000
334.993698,164.875008675,Rayo,2000
65.034887775,94.87498605,Accidente,2000
254.9549535,174.874994775,Accidente,2000
335.07484725,244.8750174,Rayo,2000
334.99489725,254.8750035,Rayo,2000
344.994923325,234.874991325,Rayo,2000
184.914955875,324.87498615,Otro,2000
95.23476105,184.874980875,Intencionado,2000
94.99491105,244.8750174,Accidente,2000
85.99429995,244.8750174,Accidente,2000
175.314719775,104.875012125,Rayo,2001
195.63453195,304.87501395,Otro,2001
44.994940575,244.8750174,Accidente,2001
114.914973225,114.874998225,Accidente,2001
105.394687125,134.8750104,Otro,2001
215.034919125,254.8750035,Intencionado,2001
235.034891325,184.874980875,Accidente,2001
335.31469725,184.874980875,Accidente,2001
285.714476775,304.87501395,Accidente,2001
245.0349174,164.875008675,Accidente,2001
235.434641325,254.8750035,Accidente,2001
65.674487775,254.8750035,Otro,2001
104.954962125,244.8750174,Otro,2001
104.914987125,204.87499305,Otro,2001
55.794426675,234.874991325,Otro,2001
195.47463195,214.875019125,Accidente,2001
55.114851675,214.875019125,Accidente,2001
74.99493885,124.874984325,Otro,2001
104.914987125,84.87499995,Otro,2001
355.234759425,234.874991325,Otro,2001
244.9949424,314.87500005,Otro,2001
175.074869775,314.87500005,Accidente,2001
154.9149576,194.87500695,Otro,2001
125.114834325,214.875019125,Accidente,2001
24.9509559,234.874991325,Intencionado,2001
95.03488605,84.87499995,Intencionado,2001
195.99430695,304.87501395,Otro,2001
325.11483615,254.8750035,Accidente,2001
275.194815675,244.8750174,Accidente,2001
55.154826675,244.8750174,Accidente,2001
25.1668209,234.874991325,Accidente,2001
84.99492495,174.874994775,Otro,2001
254.8750035,264.8749896,Accidente,2001
184.914955875,314.87500005,Accidente,2001
185.194780875,304.87501395,Accidente,2001
235.274741325,294.874987875,Otro,2001
175.034894775,364.8750105,Rayo,2001
195.67450695,304.87501395,Otro,2001
225.394680225,274.875015675,Accidente,2001
215.154844125,364.8750105,Rayo,2001
195.71448195,304.87501395,Otro,2001
125.474609325,224.875005225,Otro,2001
245.0349174,314.87500005,Otro,2001
155.3147076,174.874994775,Otro,2001
234.914966325,124.874984325,Intencionado,2001
225.074880225,124.874984325,Intencionado,2001
114.914973225,164.875008675,Accidente,2001
54.994926675,104.875012125,Otro,2001
225.434655225,324.87498615,Intencionado,2001
86.31409995,244.8750174,Accidente,2001
25.0948659,234.874991325,Accidente,2001
286.194176775,244.8750174,Otro,2001
324.91496115,234.874991325,Otro,2001
354.994909425,214.875019125,Accidente,2001
286.274126775,244.8750174,Accidente,2001
304.87501395,334.87497225,Otro,2001
14.9269848,224.875005225,Otro,2001
265.4746146,54.875001675,Rayo,2001
184.874980875,74.87501385,Otro,2001
235.474616325,254.8750035,Accidente,2001
275.234790675,244.8750174,Otro,2001
274.875015675,274.875015675,Rayo,2001
270.917490675,324.87498615,Rayo,2001
195.07488195,374.8749966,Rayo,2001
225.434655225,274.875015675,Accidente,2001
204.87499305,184.874980875,Otro,2001
65.674487775,244.8750174,Otro,2001
145.6345215,234.874991325,Otro,2001
55.234776675,244.8750174,Otro,2001
144.9149715,104.875012125,Accidente,2001
116.234148225,94.87498605,Otro,2001
105.514612125,94.87498605,Otro,2001
215.234794125,284.875001775,Accidente,2001
56.074251675,234.874991325,Intencionado,2001
125.034884325,244.8750174,Otro,2001
154.9149576,204.87499305,Accidente,2001
352.966018275,165.026993625,Accidente,2001
295.074862875,274.875015675,Rayo,2001
285.874376775,304.87501395,Rayo,2001
285.914351775,304.87501395,Rayo,2001
295.114837875,274.875015675,Rayo,2001
285.634526775,344.874998325,Accidente,2001
265.3946646,304.87501395,Rayo,2001
195.91435695,304.87501395,Otro,2001
104.954962125,194.87500695,Accidente,2001
294.914962875,294.874987875,Intencionado,2001
284.918974275,54.875001675,Accidente,2001
225.074880225,294.874987875,Accidente,2001
265.4346396,84.87499995,Accidente,2001
295.074862875,254.8750035,Accidente,2001
305.51461395,74.87501385,Accidente,2001
95.03488605,244.8750174,Accidente,2001
174.954944775,154.8749826,Otro,2001
174.914969775,84.87499995,Otro,2001
284.994926775,284.875001775,Rayo,2001
285.754451775,304.87501395,Rayo,2001
234.874991325,194.87500695,Accidente,2001
265.3147146,304.87501395,Rayo,2001
184.954930875,344.874998325,Intencionado,2001
265.1548146,314.87500005,Rayo,2001
294.994912875,324.87498615,Rayo,2001
275.074890675,314.87500005,Rayo,2001
275.114865675,314.87500005,Rayo,2001
215.154844125,254.8750035,Accidente,2001
55.834401675,234.874991325,Otro,2001
135.3147354,254.8750035,Otro,2001
65.714462775,244.8750174,Accidente,2001
265.5145896,54.875001675,Otro,2001
116.274123225,94.87498605,Otro,2001
195.15483195,174.874994775,Otro,2001
235.234766325,174.874994775,Accidente,2001
245.0748924,314.87500005,Otro,2001
225.234780225,334.87497225,Accidente,2001
24.9549534,194.87500695,Intencionado,2001
86.23414995,244.8750174,Otro,2001
125.074859325,204.87499305,Otro,2001
165.074883675,74.87501385,Accidente,2001
75.03491385,124.874984325,Intencionado,2001
44.994940575,124.874984325,Intencionado,2001
335.07484725,254.8750035,Rayo,2001
285.394676775,264.8749896,Rayo,2001
304.95496395,244.8750174,Rayo,2001
291.6059523,239.978999325,Rayo,2001
286.8737118,244.8750174,Rayo,2001
345.034898325,234.874991325,Rayo,2001
235.114841325,274.875015675,Rayo,2001
295.074862875,304.87501395,Rayo,2001
305.11486395,304.87501395,Rayo,2001
145.1947965,174.874994775,Otro,2001
135.6345354,194.87500695,Otro,2001
305.55458895,74.87501385,Accidente,2001
255.1548285,94.87498605,Accidente,2001
325.11483615,84.87499995,Accidente,2001
54.875001675,184.874980875,Accidente,2001
335.27472225,184.874980875,Accidente,2001
155.4346326,154.8749826,Accidente,2001
44.902998075,104.875012125,Accidente,2001
295.074862875,314.87500005,Rayo,2001
35.0348895,204.87499305,Otro,2001
344.994923325,144.8749965,Otro,2001
295.114837875,314.87500005,Accidente,2001
65.634512775,254.8750035,Otro,2001
86.07424995,244.8750174,Accidente,2001
275.074890675,64.874987775,Accidente,2001
325.47461115,204.87499305,Otro,2001
125.354684325,124.874984325,Otro,2001
94.87498605,114.874998225,Otro,2001
215.154844125,284.875001775,Accidente,2001
105.154837125,254.8750035,Otro,2001
145.5545715,234.874991325,Accidente,2001
195.07488195,174.874994775,Intencionado,2001
234.914966325,204.87499305,Accidente,2001
245.6745174,354.874984425,Otro,2001
245.7144924,354.874984425,Otro,2001
225.154830225,334.87497225,Accidente,2001
270.477765675,324.87498615,Rayo,2001
165.074883675,234.874991325,Accidente,2001
14.8750173,244.8750174,Otro,2001
55.874376675,234.874991325,Accidente,2001
105.194812125,254.8750035,Otro,2001
144.8749965,244.8750174,Accidente,2001
55.194801675,204.87499305,Otro,2001
116.314098225,94.87498605,Intencionado,2001
286.553951775,244.8750174,Intencionado,2001
286.593926775,244.8750174,Intencionado,2001
286.633901775,244.8750174,Intencionado,2001
286.673876775,244.8750174,Intencionado,2001
286.713851775,244.8750174,Intencionado,2001
225.274755225,334.87497225,Otro,2001
125.674484325,224.875005225,Accidente,2001
275.154840675,34.8749895,Accidente,2001
155.5145826,154.8749826,Rayo,2001
274.954965675,264.8749896,Rayo,2001
335.11482225,254.8750035,Rayo,2001
104.954962125,204.87499305,Accidente,2001
245.1548424,74.87501385,Accidente,2001
314.99492505,264.8749896,Accidente,2001
284.882996775,204.87499305,Accidente,2001
284.882996775,174.874994775,Otro,2001
65.154812775,164.875008675,Accidente,2001
285.514601775,344.874998325,Rayo,2001
134.9149854,114.874998225,Intencionado,2001
264.9149646,224.875005225,Accidente,2001
344.994923325,224.875005225,Intencionado,2001
34.8749895,214.875019125,Otro,2001
14.9229873,224.875005225,Otro,2001
275.154840675,244.8750174,Accidente,2001
286.234151775,244.8750174,Accidente,2001
24.9349659,234.874991325,Accidente,2001
275.034915675,64.874987775,Accidente,2001
324.95493615,234.874991325,Accidente,2001
105.354712125,94.87498605,Otro,2001
184.914955875,74.87501385,Intencionado,2001
135.5545854,144.8749965,Intencionado,2001
244.9949424,214.875019125,Intencionado,2001
315.11485005,304.87501395,Accidente,2001
205.23476805,304.87501395,Accidente,2001
185.074855875,314.87500005,Otro,2001
224.954955225,344.874998325,Accidente,2001
204.99491805,344.874998325,Otro,2001
144.9549465,194.87500695,Otro,2001
94.91496105,224.875005225,Intencionado,2001
65.154812775,204.87499305,Accidente,2001
164.954958675,204.87499305,Accidente,2001
135.5945604,194.87500695,Otro,2001
144.9949215,194.87500695,Accidente,2001
315.03490005,264.8749896,Rayo,2001
274.994940675,174.874994775,Rayo,2001
285.954326775,304.87501395,Rayo,2001
355.074859425,214.875019125,Rayo,2001
286.9136868,244.8750174,Rayo,2001
315.07487505,244.8750174,Rayo,2001
175.474619775,104.875012125,Rayo,2001
165.314733675,214.875019125,Intencionado,2001
135.7144854,254.8750035,Otro,2001
334.87497225,104.875012125,Accidente,2001
125.394659325,124.874984325,Accidente,2001
105.234787125,134.8750104,Otro,2001
54.954951675,104.875012125,Otro,2001
154.9949076,104.875012125,Intencionado,2001
344.874998325,124.874984325,Intencionado,2001
155.0348826,104.875012125,Intencionado,2001
145.2347715,94.87498605,Accidente,2001
145.2747465,94.87498605,Intencionado,2001
244.9949424,164.875008675,Intencionado,2001
214.994944125,294.874987875,Accidente,2001
295.114837875,204.87499305,Otro,2001
275.034915675,314.87500005,Intencionado,2001
195.47463195,304.87501395,Otro,2001
135.0748854,244.8750174,Accidente,2001
104.994937125,264.8749896,Accidente,2001
214.914994125,174.874994775,Otro,2001
214.875019125,74.87501385,Otro,2001
215.194819125,284.875001775,Accidente,2001
195.51460695,304.87501395,Accidente,2001
65.554562775,244.8750174,Otro,2001
214.954969125,174.874994775,Otro,2001
325.03488615,224.875005225,Accidente,2001
314.87500005,294.874987875,Otro,2001
194.87500695,314.87500005,Otro,2001
35.0748645,204.87499305,Accidente,2001
135.1148604,244.8750174,Accidente,2001
55.674501675,234.874991325,Accidente,2001
45.034915575,244.8750174,Accidente,2001
125.074859325,214.875019125,Accidente,2001
105.394687125,94.87498605,Otro,2001
165.034908675,234.874991325,Accidente,2001
104.914987125,244.8750174,Otro,2001
155.0748576,104.875012125,Accidente,2001
295.074862875,214.875019125,Otro,2001
286.314101775,244.8750174,Accidente,2001
184.994905875,194.87500695,Accidente,2001
135.5146104,194.87500695,Accidente,2001
25.0309059,234.874991325,Otro,2001
255.2347785,94.87498605,Intencionado,2001
284.918974275,184.874980875,Otro,2001
235.234766325,294.874987875,Intencionado,2001
205.03489305,354.874984425,Otro,2001
155.1947826,174.874994775,Accidente,2001
94.87498605,224.875005225,Accidente,2001
95.59453605,254.8750035,Accidente,2001
55.714476675,234.874991325,Otro,2001
304.87501395,94.87498605,Accidente,2001
144.8749965,104.875012125,Accidente,2001
105.434662125,94.87498605,Otro,2001
286.354076775,244.8750174,Otro,2001
274.954965675,174.874994775,Accidente,2001
255.0349035,344.874998325,Accidente,2001
254.9549535,354.874984425,Accidente,2001
55.754451675,234.874991325,Accidente,2001
184.994905875,204.87499305,Otro,2001
295.034887875,64.874987775,Accidente,2001
224.914980225,124.874984325,Accidente,2001
105.274762125,134.8750104,Accidente,2001
105.314737125,134.8750104,Otro,2001
274.994940675,204.87499305,Accidente,2001
235.074866325,274.875015675,Accidente,2001
195.07488195,324.87498615,Otro,2001
224.954955225,304.87501395,Otro,2001
165.274758675,214.875019125,Accidente,2001
185.034880875,194.87500695,Otro,2001
125.394659325,224.875005225,Accidente,2001
175.674494775,234.874991325,Accidente,2001
74.91498885,224.875005225,Accidente,2001
255.2747535,94.87498605,Intencionado,2001
254.90402535,104.875012125,Accidente,2001
255.3147285,94.87498605,Intencionado,2001
284.954951775,114.874998225,Accidente,2001
154.9149576,114.874998225,Otro,2001
105.354712125,134.8750104,Accidente,2001
195.11485695,324.87498615,Otro,2001
155.2347576,174.874994775,Accidente,2001
205.23476805,194.87500695,Otro,2001
194.95495695,194.87500695,Otro,2001
75.15483885,234.874991325,Accidente,2001
354.316014,163.788008475,Accidente,2001
304.87501395,274.875015675,Accidente,2001
225.354705225,274.875015675,Accidente,2001
135.5545854,194.87500695,Otro,2001
104.914987125,114.874998225,Otro,2001
145.5945465,234.874991325,Intencionado,2001
95.31471105,184.874980875,Accidente,2001
65.594537775,244.8750174,Otro,2001
55.234776675,254.8750035,Accidente,2001
134.9949354,124.874984325,Otro,2001
115.914348225,94.87498605,Accidente,2001
195.55458195,304.87501395,Otro,2001
14.931102225,224.875005225,Accidente,2001
125.114834325,254.8750035,Otro,2001
253.692982725,86.364988125,Accidente,2001
115.954323225,94.87498605,Accidente,2001
44.906995575,104.875012125,Otro,2001
195.15483195,324.87498615,Accidente,2001
155.2747326,174.874994775,Intencionado,2001
65.634512775,244.8750174,Accidente,2001
125.434634325,124.874984325,Otro,2001
315.03490005,304.87501395,Accidente,2001
255.0748785,334.87497225,Accidente,2001
184.874980875,314.87500005,Accidente,2001
225.154830225,294.874987875,Accidente,2001
86.11422495,244.8750174,Accidente,2001
125.434634325,224.875005225,Otro,2001
344.954948325,144.8749965,Otro,2001
34.9229595,244.8750174,Accidente,2001
95.07486105,64.874987775,Accidente,2001
125.074859325,254.8750035,Otro,2001
164.994933675,234.874991325,Otro,2001
14.8750173,214.875019125,Accidente,2001
115.994298225,94.87498605,Accidente,2001
145.1148465,154.8749826,Otro,2001
84.87499995,154.8749826,Accidente,2001
254.9149785,274.875015675,Accidente,2001
345.074873325,224.875005225,Accidente,2001
235.154816325,174.874994775,Accidente,2001
225.114855225,294.874987875,Accidente,2001
125.514584325,224.875005225,Accidente,2001
95.07486105,244.8750174,Accidente,2001
195.19480695,174.874994775,Intencionado,2001
245.1148674,314.87500005,Accidente,2001
195.75445695,304.87501395,Otro,2001
184.994905875,344.874998325,Intencionado,2001
45.154840575,224.875005225,Otro,2001
34.8749895,194.87500695,Accidente,2001
135.1948104,244.8750174,Otro,2001
84.99492495,224.875005225,Accidente,2001
95.67448605,254.8750035,Otro,2001
164.994933675,204.87499305,Accidente,2001
175.034894775,154.8749826,Otro,2001
325.59453615,204.87499305,Rayo,2001
315.11485005,244.8750174,Rayo,2001
286.9536618,244.8750174,Rayo,2001
284.954951775,314.87500005,Rayo,2001
154.9149576,244.8750174,Otro,2001
164.954958675,174.874994775,Accidente,2001
284.9229318,54.875001675,Accidente,2001
284.994926775,114.874998225,Accidente,2001
125.474609325,124.874984325,Otro,2001
165.074883675,154.8749826,Otro,2001
135.0748854,124.874984325,Accidente,2001
74.95496385,124.874984325,Otro,2001
116.034273225,94.87498605,Otro,2001
245.0748924,274.875015675,Accidente,2001
285.794426775,304.87501395,Rayo,2001
25.0588884,234.874991325,Intencionado,2001
24.9389634,234.874991325,Accidente,2001
65.714462775,254.8750035,Otro,2001
154.8749826,244.8750174,Otro,2001
116.074248225,94.87498605,Otro,2001
165.034908675,74.87501385,Otro,2001
295.114837875,214.875019125,Accidente,2001
284.914976775,314.87500005,Accidente,2001
35.1148395,204.87499305,Accidente,2001
185.194780875,184.874980875,Otro,2001
14.9149923,244.8750174,Intencionado,2001
234.914966325,94.87498605,Intencionado,2001
55.234776675,204.87499305,Intencionado,2001
154.8749826,194.87500695,Accidente,2001
145.1148465,174.874994775,Accidente,2001
55.914351675,234.874991325,Otro,2001
244.9149924,154.8749826,Accidente,2001
144.9149715,114.874998225,Otro,2001
195.11485695,174.874994775,Intencionado,2001
105.434662125,134.8750104,Accidente,2001
225.274755225,324.87498615,Otro,2001
95.11483605,244.8750174,Accidente,2001
55.954326675,234.874991325,Otro,2001
145.1947965,204.87499305,Accidente,2001
125.594534325,224.875005225,Accidente,2001
345.034898325,144.8749965,Accidente,2001
244.9149924,94.87498605,Accidente,2001
44.954965575,104.875012125,Otro,2001
185.234755875,304.87501395,Otro,2001
105.034912125,264.8749896,Otro,2001
25.0788759,234.874991325,Accidente,2001
135.4746354,254.8750035,Otro,2001
135.5146104,254.8750035,Otro,2001
135.1548354,234.874991325,Otro,2001
14.9389773,224.875005225,Intencionado,2001
24.9429609,234.874991325,Accidente,2001
94.91496105,84.87499995,Accidente,2001
114.954948225,114.874998225,Intencionado,2001
285.714476775,334.87497225,Otro,2001
144.9149715,244.8750174,Otro,2001
95.15481105,244.8750174,Accidente,2001
144.9149715,194.87500695,Otro,2001
145.7944215,234.874991325,Accidente,2001
305.03491395,184.874980875,Otro,2001
55.274751675,244.8750174,Otro,2001
134.9549604,114.874998225,Intencionado,2001
105.474637125,134.8750104,Intencionado,2001
275.074890675,294.874987875,Accidente,2001
304.91498895,334.87497225,Accidente,2001
215.194819125,254.8750035,Intencionado,2001
24.9469584,234.874991325,Otro,2001
45.114865575,224.875005225,Otro,2001
116.114223225,94.87498605,Otro,2001
295.114837875,254.8750035,Otro,2001
134.9949354,204.87499305,Accidente,2001
235.514591325,254.8750035,Accidente,2001
324.91496115,304.87501395,Otro,2001
14.9149923,214.875019125,Otro,2001
86.15419995,244.8750174,Accidente,2001
105.074887125,264.8749896,Otro,2001
114.954948225,124.874984325,Accidente,2001
105.514612125,134.8750104,Intencionado,2001
286.474001775,244.8750174,Intencionado,2001
286.513976775,244.8750174,Intencionado,2001
264.8749896,214.875019125,Accidente,2001
254.9549535,294.874987875,Accidente,2001
174.994919775,324.87498615,Otro,2001
285.754451775,334.87497225,Accidente,2001
175.754444775,234.874991325,Accidente,2001
55.994301675,234.874991325,Otro,2001
244.9549674,94.87498605,Accidente,2001
244.9549674,154.8749826,Accidente,2001
174.914969775,164.875008675,Otro,2001
135.3946854,144.8749965,Intencionado,2001
215.074894125,254.8750035,Accidente,2001
215.114869125,254.8750035,Accidente,2001
315.07487505,304.87501395,Otro,2001
195.19480695,324.87498615,Accidente,2001
205.11484305,284.875001775,Otro,2001
204.95494305,204.87499305,Otro,2001
135.5545854,254.8750035,Otro,2001
115.034898225,214.875019125,Accidente,2001
65.194787775,164.875008675,Accidente,2001
204.95494305,324.87498615,Otro,2001
175.394669775,334.87497225,Otro,2001
86.19417495,244.8750174,Accidente,2001
66.394037775,214.875019125,Otro,2001
115.034898225,244.8750174,Accidente,2001
116.154198225,94.87498605,Intencionado,2001
215.114869125,274.875015675,Accidente,2001
215.234794125,254.8750035,Accidente,2001
175.034894775,324.87498615,Otro,2001
184.954930875,314.87500005,Otro,2001
56.034276675,234.874991325,Intencionado,2001
185.074855875,194.87500695,Otro,2001
114.874998225,234.874991325,Accidente,2001
245.1948174,324.87498615,Otro,2001
114.874998225,254.8750035,Otro,2001
265.0348896,94.87498605,Accidente,2001
263.278987725,50.121014775,Accidente,2001
135.1148604,124.874984325,Accidente,2001
174.954944775,84.87499995,Otro,2001
55.274751675,254.8750035,Intencionado,2001
175.834394775,234.874991325,Accidente,2001
185.154805875,224.875005225,Otro,2001
135.4346604,144.8749965,Intencionado,2001
135.4746354,144.8749965,Otro,2001
155.1148326,104.875012125,Accidente,2001
235.074866325,264.8749896,Accidente,2001
175.434644775,334.87497225,Otro,2001
175.034894775,314.87500005,Otro,2001
285.794426775,334.87497225,Rayo,2001
185.194780875,224.875005225,Otro,2001
35.1548145,204.87499305,Accidente,2001
375.3546966,114.874998225,Accidente,2001
244.9949424,154.8749826,Accidente,2001
175.354694775,104.875012125,Otro,2001
214.875019125,94.87498605,Otro,2001
265.0748646,284.875001775,Rayo,2001
265.0748646,294.874987875,Rayo,2001
284.9229318,184.874980875,Accidente,2001
224.875005225,234.874991325,Intencionado,2001
175.074869775,364.8750105,Rayo,2001
235.154816325,304.87501395,Accidente,2001
285.834401775,334.87497225,Rayo,2001
184.994905875,314.87500005,Rayo,2001
265.3546896,304.87501395,Rayo,2001
285.874376775,334.87497225,Rayo,2001
175.114844775,364.8750105,Rayo,2001
135.1548354,244.8750174,Otro,2001
224.994930225,124.874984325,Accidente,2001
325.51458615,204.87499305,Intencionado,2001
125.034884325,204.87499305,Accidente,2001
195.51460695,214.875019125,Otro,2001
145.2347715,204.87499305,Otro,2001
125.634509325,224.875005225,Otro,2001
334.79502225,135.0959922,Otro,2001
94.95493605,84.87499995,Otro,2001
174.954944775,164.875008675,Otro,2001
116.194173225,94.87498605,Otro,2001
135.5146104,144.8749965,Intencionado,2001
105.474637125,94.87498605,Rayo,2001
274.914990675,194.87500695,Accidente,2001
264.9149646,214.875019125,Accidente,2001
214.954969125,204.87499305,Accidente,2001
254.9949285,284.875001775,Accidente,2001
305.07488895,184.874980875,Accidente,2001
224.914980225,234.874991325,Intencionado,2001
224.954955225,234.874991325,Intencionado,2001
225.194805225,334.87497225,Accidente,2001
185.034880875,314.87500005,Otro,2001
195.23478195,324.87498615,Accidente,2001
204.95494305,294.874987875,Accidente,2001
135.5945604,254.8750035,Otro,2001
165.114858675,234.874991325,Accidente,2001
255.1948035,94.87498605,Otro,2001
55.634526675,234.874991325,Otro,2001
135.2747604,254.8750035,Otro,2001
64.954937775,224.875005225,Accidente,2001
75.03491385,254.8750035,Otro,2001
174.954944775,124.874984325,Otro,2001
114.914973225,124.874984325,Intencionado,2001
75.07488885,184.874980875,Intencionado,2001
205.03489305,234.874991325,Accidente,2001
145.0348965,174.874994775,Intencionado,2001
135.3547104,254.8750035,Otro,2001
145.6744965,234.874991325,Accidente,2001
125.554559325,224.875005225,Accidente,2001
145.7144715,234.874991325,Accidente,2001
105.554587125,94.87498605,Otro,2001
175.394669775,104.875012125,Intencionado,2001
85.03489995,174.874994775,Otro,2001
325.55456115,204.87499305,Accidente,2001
195.27475695,324.87498615,Otro,2001
324.87498615,314.87500005,Intencionado,2001
185.274730875,304.87501395,Otro,2001
195.31473195,324.87498615,Accidente,2001
95.71446105,254.8750035,Accidente,2001
56.114226675,234.874991325,Intencionado,2001
284.875001775,104.875012125,Otro,2001
195.95433195,304.87501395,Otro,2001
164.914983675,224.875005225,Accidente,2001
65.754437775,244.8750174,Accidente,2001
275.194815675,34.8749895,Accidente,2001
265.7944146,54.875001675,Accidente,2001
254.8750035,134.8750104,Accidente,2001
354.954934425,154.8749826,Accidente,2001
155.4746076,154.8749826,Otro,2001
155.1548076,104.875012125,Accidente,2001
286.7937618,244.8750174,Rayo,2001
295.034887875,274.875015675,Rayo,2001
285.834401775,304.87501395,Rayo,2001
285.034901775,284.875001775,Rayo,2001
204.99491805,324.87498615,Otro,2001
270.038040675,324.87498615,Rayo,2001
234.874991325,344.874998325,Otro,2001
165.034908675,204.87499305,Rayo,2001
175.914344775,234.874991325,Otro,2001
55.314726675,254.8750035,Rayo,2001
314.91497505,174.874994775,Rayo,2001
275.114865675,294.874987875,Rayo,2001
225.474630225,274.875015675,Rayo,2001
215.274769125,284.875001775,Rayo,2001
225.314730225,324.87498615,Otro,2001
285.554576775,344.874998325,Otro,2001
134.9149854,214.875019125,Accidente,2001
265.5945396,54.875001675,Otro,2001
225.034905225,124.874984325,Accidente,2001
116.394048225,94.87498605,Accidente,2001
195.87438195,304.87501395,Otro,2001
144.9549465,214.875019125,Otro,2001
55.154826675,214.875019125,Accidente,2001
95.75443605,254.8750035,Otro,2001
195.55458195,214.875019125,Accidente,2001
